transaction_id,amount,oldbalanceOrg,newbalanceOrg,oldbalanceDest,newbalanceDest,transaction_type,device_id,customer_location,hour_of_day,isFraud
T000063,16.23760830434372,1802.867762001965,1786.6301536976214,5399.376414301303,5415.614022605647,PAYMENT,D6973,AU,22,0.0
T000064,13.566272534381683,398.7772259639299,385.21095342954817,27093.052688388794,27106.618960923177,DEBIT,D3086,UK,4,0.0
T000065,753.7431384542831,9094.977920623152,8341.234782168869,94.0270600184187,847.7701984727018,PAYMENT,D7896,AU,4,0.0
T000066,2236.080995796783,2192.252875233034,-43.82812056374905,997.7942164282848,3233.875212225068,TRANSFER,D8483,UK,8,0.0
T000067,128.50653471292327,3124.70075223086,2996.1942175179365,666.870896640315,795.3774313532383,DEBIT,D8663,DE,8,0.0
T000068,1104.4091839282428,33235.28725545368,32130.87807152544,2394.0683463522746,3498.4775302805174,DEBIT,D8284,DE,1,0.0
T000069,305.9042211243832,2890.4259678772423,2584.521746752859,1616.79938818861,1922.7036093129932,TRANSFER,D6461,DE,6,0.0
T000070,40.84402283574218,4599.834068116983,4558.990045281241,581.3870784991187,622.2311013348609,DEBIT,D3287,CA,0,0.0
T000071,305.75716577841865,508.5760506226929,202.81888484427424,495.9008762587382,801.6580420371569,DEBIT,D9878,DE,19,0.0
T000072,3216.577332282772,2144.1442945178724,-1072.4330377648998,146.99351360493762,3363.5708458877098,CASH_OUT,D5835,CA,1,0.0
T000073,138.15108730151303,7437.492696073775,7299.341608772262,6490.863478168641,6629.014565470155,PAYMENT,D3534,US,11,0.0
T000074,3392.3809929125673,289.14821150692626,-3103.232781405641,2506.3117442951425,5898.69273720771,DEBIT,D6530,DE,5,0.0
T000075,0.7870289797507364,4028.9764484776906,4028.18941949794,5721.479793262383,5722.266822242134,DEBIT,D1622,CA,19,0.0
T000076,768.0117317525363,3467.4911813897033,2699.479449637167,627.2134757298653,1395.2252074824016,PAYMENT,D2075,UK,18,0.0
T000077,176.63653318920876,3171.408796288717,2994.772263099508,336.19661629027433,512.8331494794832,CASH_OUT,D7876,CA,15,0.0
T000078,81.6127336206462,14125.519696174983,14043.906962554336,157.43818106894432,239.0509146895905,PAYMENT,D9495,CA,3,0.0
T000079,178.30963348863827,4922.923164948888,4744.61353146025,2092.3678593857894,2270.6774928744276,DEBIT,D9855,UK,17,0.0
T000080,2.786711343895076,27367.401218718354,27364.61450737446,168.74221508336652,171.52892642726158,TRANSFER,D6237,CA,4,0.0
T000081,95.64622461967359,671.5683021720264,575.9220775523528,30564.470670039966,30660.11689465964,TRANSFER,D4994,UK,21,0.0
T000082,303.14921499583534,3655.129676742876,3351.980461747041,104.19283386147612,407.34204885731145,CASH_OUT,D3694,AU,17,0.0
T000083,2852.0351024861284,3383.6157985899486,531.5806961038202,1794.6911315967016,4646.72623408283,CASH_OUT,D5304,DE,5,0.0
T000084,52.63911967893335,599.5133599462989,546.8742402673656,18404.279038216173,18456.918157895107,DEBIT,D4198,US,13,0.0
T000085,29.459392634718466,12511.987992889068,12482.528600254349,3223.94668530867,3253.4060779433885,CASH_OUT,D6412,CA,19,0.0
T000086,54.406624091178315,97441.74183697978,97387.3352128886,1504.4951651692907,1558.901789260469,DEBIT,D9710,UK,16,0.0
T000087,925.9351829704772,2905.8780788402087,1979.9428958697315,191.85299648550452,1117.7881794559817,TRANSFER,D8389,DE,17,0.0
T000088,286.4323032259094,6358.397329810526,6071.965026584617,91.17816600503565,377.610469230945,CASH_OUT,D5433,CA,20,0.0
T000089,252.41808160485027,3383.87815449509,3383.87815449509,4385.637148395873,4437.080415584506,CASH_OUT,D6909,DE,9,1.0
T000090,414.2770140901604,1022.1085670779822,607.8315529878219,16499.16468399757,16913.44169808773,PAYMENT,D9017,AU,22,0.0
T000091,180.2158138784878,194.19437361030558,13.978559731817768,497.7361001246374,677.9519140031252,CASH_OUT,D4810,CA,23,0.0
T000092,1029.9751771364788,1034.154822368125,4.179645231646191,141.13110573877998,1171.1062828752588,DEBIT,D1912,UK,18,0.0
T000093,36.448263337041425,369.4673702248607,333.01910688781925,13.135191797018743,49.583455134060166,DEBIT,D8442,AU,17,0.0
T000094,77.06704110941294,38413.07275961079,38336.00571850138,187.65839861876646,264.72543972817937,PAYMENT,D5902,CA,3,0.0
T000095,67.74723815816054,2508.2371610772097,2440.489922919049,893.7424831414352,961.4897212995957,TRANSFER,D4188,DE,19,0.0
T000096,7.9483956537066875,1774.2285832003618,1766.280187546655,19504.916354261804,19512.864749915512,PAYMENT,D4228,AU,14,0.0
T000097,268.336168391594,11313.259650530192,11044.923482138598,3683.580963838453,3951.917132230047,DEBIT,D1571,UK,5,0.0
T000098,250.1624593876311,554.1156091297836,303.9531497421525,1899.1348673250159,2149.297326712647,PAYMENT,D8768,CA,5,0.0
T000099,149.93875538471391,943.6015054769281,793.6627500922142,533.6737032838247,683.6124586685386,PAYMENT,D6135,DE,2,0.0
T000100,92.83518654193331,3301.4214722416887,3208.5862856997555,383.8691383419452,476.7043248838785,DEBIT,D9289,DE,8,0.0
T000101,8.751792319425585,13948.865909507116,13940.11411718769,13768.872060009713,13777.62385232914,TRANSFER,D5033,AU,10,0.0
T000102,63.98888231677442,6326.658975072987,6262.670092756212,1573.927510135618,1637.9163924523923,PAYMENT,D2639,CA,4,0.0
T000103,74.78153281109384,4326.38549518526,4251.603962374166,24.911231213853938,99.69276402494778,PAYMENT,D7443,DE,13,0.0
T000104,29.827937715478907,3351.5446324104123,3321.7166946949333,326.23847547060683,356.06641318608575,CASH_OUT,D5842,AU,1,0.0
T000105,107.49330608669857,5433.5815617247135,5326.088255638015,233.9742678390302,341.46757392572874,CASH_OUT,D6541,US,21,0.0
T000106,332.98642175183227,4033.8613908323846,3700.8749690805525,410.23279181354036,743.2192135653727,DEBIT,D5027,DE,18,0.0
T000107,6453.460660524944,635.9001714140121,-5817.5604891109315,3020.685853863865,9474.146514388809,DEBIT,D1260,AU,7,0.0
T000108,210.43054068230288,3194.285887531013,2983.8553468487103,903.7919704895365,1114.2225111718394,DEBIT,D2797,US,12,0.0
T000109,248.41501160991504,595.5390796763293,347.1240680664142,954.9340374797515,1203.3490490896666,CASH_OUT,D1331,AU,18,0.0
T000110,127.88202618206971,3366.4828523244723,3238.6008261424026,11663.874450977515,11791.756477159584,DEBIT,D5210,DE,4,0.0
T000111,3.1977823994619134,1449.5784771932274,1446.3806947937655,313.0522277320328,316.2500101314947,PAYMENT,D9459,US,14,0.0
T000112,140.74816773993481,134466.77670618426,134326.0285384443,31431.289184639467,31572.0373523794,PAYMENT,D3059,AU,3,0.0
T000113,167.4124318913877,2807.805297859134,2640.3928659677463,327.55184095217834,494.96427284356605,TRANSFER,D1072,CA,3,0.0
T000114,20465.262691327825,362.72343274333446,-20102.53925858449,1287.6276250821816,21752.89031641001,DEBIT,D6111,US,17,0.0
T000115,101.01591416688026,2437.503610214662,2336.487696047782,661.052676146635,762.0685903135153,PAYMENT,D3921,AU,23,0.0
T000116,271.26458816642656,6496.6251831353775,6225.360594968951,1369.4362534479403,1640.700841614367,PAYMENT,D4888,CA,18,0.0
T000117,138.45930567186664,36682.163921872874,36543.70461620101,2441.2502659516044,2579.709571623471,TRANSFER,D1177,US,19,0.0
T000118,14.334137423428865,1231.294581421513,1216.960443998084,2394.4370551148163,2408.771192538245,PAYMENT,D2999,AU,21,0.0
T000119,1459.202932571741,277.64908688753934,-1181.5538456842016,282.70071811076247,1741.9036506825034,TRANSFER,D9963,DE,8,0.0
T000120,667.7180912492295,10150.269310239613,9482.551218990384,145.29317251604803,813.0112637652775,TRANSFER,D8426,US,14,0.0
T000121,722.0279817917556,375.81685657556227,-346.2111252161933,99280.97332124892,100003.00130304068,CASH_OUT,D5495,US,11,0.0
T000122,24.076231051859715,1549.622819029033,1525.5465879771734,458.89810351624834,482.9743345681081,PAYMENT,D1269,CA,3,0.0
T000123,2454.2797636054393,2025.4947521201395,-428.7850114852997,3860.6173681673476,6314.897131772786,CASH_OUT,D2655,AU,2,0.0
T000124,8.991663537021862,2685.3056055825837,2676.313942045562,60.71833070693755,69.70999424395941,PAYMENT,D3533,DE,4,0.0
T000125,479.96548141656933,8381.202550370645,7901.237068954075,662.9483635834353,1142.9138450000046,CASH_OUT,D5982,CA,16,0.0
T000126,11859.817109159501,1069.0744750621468,-10790.742634097354,872.2194968733954,12732.036606032896,TRANSFER,D5361,US,4,0.0
T000127,20.469323479018804,1977.1389851763336,1956.6696616973147,2568.4737396946343,2588.943063173653,TRANSFER,D7118,CA,3,0.0
T000128,47.818114913664196,2917.8270888003976,2870.0089738867337,8.162761625475364,55.98087653913956,TRANSFER,D9696,CA,20,0.0
T000129,181.1458902665339,3730.870771803807,3549.724881537273,1478.898900243446,1660.04479050998,TRANSFER,D3404,CA,6,0.0
T000130,54.219937522171776,3452.1094641673026,3397.889526645131,138.44392643152037,192.66386395369216,PAYMENT,D3201,US,6,0.0
T000131,6.677029064990863,5733.082727359695,5726.405698294704,1966.12971986579,1972.806748930781,DEBIT,D7019,UK,6,0.0
T000132,170.22582699642774,10569.832843096014,10399.607016099586,169.79765199026178,340.0234789866895,PAYMENT,D6659,CA,16,0.0
T000133,17.73238400240938,5371.976448308245,5354.244064305836,235.12825878754535,252.86064278995474,CASH_OUT,D2153,UK,14,0.0
T000134,382.6745393715451,5886.272860509208,5503.598321137662,670.1290469938715,1052.8035863654165,PAYMENT,D5161,DE,6,0.0
T000135,23.597753847116238,277.73439682117794,254.13664297406171,164.9771459171562,188.57489976427246,PAYMENT,D2336,DE,14,0.0
T000136,3294.035902481601,3214.2249957527497,-79.81090672885148,465.93120565429655,3759.967108135898,CASH_OUT,D9598,DE,19,0.0
T000137,30.984696314821623,6119.656962170102,6088.67226585528,127.98634987379667,158.9710461886183,TRANSFER,D4478,AU,3,0.0
T000138,77.9351419702377,8896.487294995577,8818.552153025339,40.459164720123,118.3943066903607,CASH_OUT,D1276,US,1,0.0
T000139,755.2391354085463,1055.1875880151943,299.94845260664795,6852.183875399516,7607.423010808063,CASH_OUT,D7758,UK,21,0.0
T000140,12.657771408444377,1109.251882851437,1096.5941114429925,106.39008142973009,119.04785283817446,DEBIT,D4480,AU,12,0.0
T000141,500.41855506673863,1259.9773039870504,1026.071176751718,795.0256690971768,1028.9317963325093,TRANSFER,D3361,UK,11,1.0
T000142,2026.9460057219103,6664.970788863345,4638.024783141434,4252.251756581923,6279.197762303833,TRANSFER,D6368,US,9,0.0
T000143,5.959779780878303,14056.23828663217,14050.278506851291,362.52760222726215,368.48738200814046,CASH_OUT,D9652,CA,18,0.0
T000144,214.705584887656,1617.779548676182,1403.073963788526,248.3158142200553,463.0213991077113,CASH_OUT,D3446,AU,14,0.0
T000145,249.5765267234177,11636.982711300108,11387.40618457669,1647.8530859182965,1897.4296126417141,CASH_OUT,D8601,US,16,0.0
T000146,708.851279469011,3587.5317627140726,2878.6804832450616,8203.210499113718,8912.061778582729,PAYMENT,D6051,AU,20,0.0
T000147,12.504625029619717,2473.9499794515564,2461.445354421937,133.65107993103564,146.15570496065536,DEBIT,D4517,DE,5,0.0
T000148,10.581283933405107,2170.957634205389,2160.3763502719835,836.9245326852595,847.5058166186645,DEBIT,D5802,AU,4,0.0
T000149,421.52670446918546,9135.443771641165,8713.91706717198,48.49737772998784,470.0240821991733,TRANSFER,D3375,CA,20,0.0
T000150,268.8004671257171,4857.925263249499,4589.124796123782,540.3614099472887,809.1618770730058,DEBIT,D8850,CA,12,0.0
T000151,244.93324418224367,90557.30570207992,90312.37245789767,1166.2729520339906,1411.2061962162343,DEBIT,D7744,UK,13,0.0
T000152,296.7518949044137,830.1970111899693,533.4451162855556,235.49169438749294,532.2435892919066,TRANSFER,D7389,AU,23,0.0
T000153,132.49269445445233,6484.386913051522,6446.296959660227,481.7448895364434,519.8348429277389,TRANSFER,D7248,DE,13,1.0
T000154,236.15949294374624,1347.7589908041352,1111.599497860389,86.93770407410405,323.0971970178503,PAYMENT,D1971,CA,14,0.0
T000155,266.7054715158103,809.2189470114247,542.5134754956143,1259.841880604024,1526.5473521198344,TRANSFER,D8136,UK,15,0.0
T000156,35.5626938894377,2932.7601651101018,2897.197471220664,7333.804180108763,7369.3668739982,DEBIT,D9344,DE,9,0.0
T000157,6195.317366990752,3662.966873192957,-2532.350493797795,152.19171886889967,6347.509085859651,TRANSFER,D4960,DE,0,0.0
T000158,1438.9793978548623,237342.69177625928,236959.83313360458,357.5198268103876,740.3784694650799,DEBIT,D4086,DE,23,1.0
T000159,13.699961266875297,2261.494770416879,2247.794809150004,2709.6730033354265,2723.3729646023016,CASH_OUT,D9921,US,10,0.0
T000160,551.7567160140504,547.1548794554056,-4.601836558644777,9718.273855301495,10270.030571315545,CASH_OUT,D4967,CA,6,0.0
T000161,21.128791988427082,4489.587367780368,4468.458575791941,74.60879069663724,95.73758268506433,CASH_OUT,D5951,US,16,0.0
T000162,716.3502386488352,132.69323278337887,-583.6570058654563,809.3144025520545,1525.6646412008897,DEBIT,D5002,US,3,0.0
T000163,1505.9679973204181,2596.8769425925193,1090.9089452721012,1825.5479730898844,3331.5159704103025,TRANSFER,D3332,CA,6,0.0
T000164,28.749930886613136,3053.4822005272385,3024.7322696406254,912.6007559751295,941.3506868617426,DEBIT,D5375,AU,2,0.0
T000165,1019.1785701905187,9817.291753061469,8798.11318287095,12.70218822268488,1031.8807584132037,CASH_OUT,D1685,UK,23,0.0
T000166,338.8514646114281,12841.448393853614,12502.596929242187,2702.5796363959844,3041.4311010074125,CASH_OUT,D4888,CA,19,0.0
T000167,768.2539326652108,1400.5854008057474,632.3314681405367,16895.54796129145,17663.80189395666,CASH_OUT,D1968,UK,13,0.0
T000168,6591.8279096392525,2378.1519609679617,-4213.675948671291,1352.8802971786274,7944.70820681788,DEBIT,D8320,AU,17,0.0
T000169,90.85126946973557,944.6540294742565,853.8027600045209,171.40155938829284,262.2528288580284,PAYMENT,D3033,CA,17,0.0
T000170,32.86892462981552,548.8944518745226,516.0255272447071,435.4460711289677,468.3149957587832,CASH_OUT,D8075,DE,23,0.0
T000171,25.05243781472677,4744.978448386696,4719.9260105719695,26525.014808855518,26550.067246670245,TRANSFER,D6261,CA,23,0.0
T000172,29.031441434290716,441.25444290578105,412.2230014714903,5641.654054377469,5670.68549581176,CASH_OUT,D9959,AU,0,0.0
T000173,127.20457041191348,1600.4812578262643,1473.2766874143508,3470.479032385669,3597.683602797583,DEBIT,D1645,US,5,0.0
T000174,293.62514876638033,669.9741035037904,376.34895473741005,2082.95461005173,2376.5797588181103,TRANSFER,D5121,CA,8,0.0
T000175,258.10890252207645,6798.958919946918,6540.850017424842,333.6035120163916,591.712414538468,DEBIT,D9112,DE,1,0.0
T000176,776.1660646081743,44451.10717250756,43674.94110789939,764.3087838223199,1540.4748484304941,PAYMENT,D7436,CA,7,0.0
T000177,152.32307883152313,423.10400595895044,270.7809271274273,953.1183433819419,1105.441422213465,PAYMENT,D9828,US,23,0.0
T000178,2716.414671519744,185.02154461085135,-2531.3931269088926,2949.0364501622944,5665.451121682038,DEBIT,D8097,CA,19,0.0
T000179,87.41669944056156,2471.720317421033,2384.3036179804717,16581.68429837802,16669.10099781858,CASH_OUT,D9292,DE,3,0.0
T000180,34212.22561104457,3051.982608326102,-31160.243002718464,8209.182684128411,42421.40829517298,TRANSFER,D6586,AU,20,0.0
T000181,518.7046756724312,4138.087320295745,3619.3826446233134,85.20909351760173,603.913769190033,CASH_OUT,D1868,DE,9,0.0
T000182,26.727283221127006,1526.1739972730145,1499.4467140518875,1641.2131024967712,1667.9403857178982,DEBIT,D6914,AU,22,0.0
T000183,17.43038598022172,2206.2313155249094,2188.8009295446877,4130.583756235397,4148.014142215619,DEBIT,D9213,DE,0,0.0
T000184,389.5315372125743,5173.297693027031,4783.766155814456,3340.743260374984,3730.274797587558,CASH_OUT,D7355,UK,10,0.0
T000185,94.92379666527596,14195.018028515795,14100.094231850519,353.32178922609535,448.2455858913713,TRANSFER,D2903,CA,8,0.0
T000186,618.93545126002,158.76527355622454,-460.1701777037955,208021.47288581688,208640.4083370769,TRANSFER,D3576,CA,18,0.0
T000187,382.4030852041139,1714.0098423220284,1331.6067571179144,110.08444882107017,492.48753402518406,TRANSFER,D5109,US,10,0.0
T000188,128.2962669175073,4108.088815357891,3979.7925484403836,156.06315982757687,284.3594267450842,TRANSFER,D5614,UK,3,0.0
T000189,27.287059091785853,752.2252721237817,724.9382130319958,1669.8200519319596,1697.1071110237453,TRANSFER,D9014,US,22,0.0
T000190,7.172867827818281,40004.78886883799,39997.616001010174,49525.62537435774,49532.798242185556,PAYMENT,D4293,CA,4,0.0
T000191,60.762334330928326,1149.2733816952616,1088.5110473643333,243.4348301546169,304.1971644855452,PAYMENT,D2935,US,20,0.0
T000192,822.8694726510845,2801.9222248225537,1979.0527521714694,679.6030935718192,1502.4725662229037,DEBIT,D1615,AU,16,0.0
T000193,227.73609676979308,6863.914228648358,6636.178131878565,7624.5502141554125,7852.286310925206,PAYMENT,D6057,UK,17,0.0
T000194,12.2867622450486,1227.9149124825794,1215.628150237531,1061.935134384043,1074.2218966290916,TRANSFER,D9478,DE,4,0.0
T000195,209.8434657762241,186.8190363566542,-23.024429419569884,600.4702281434661,810.3136939196902,TRANSFER,D2923,AU,17,0.0
T000196,320.7412615938237,1567.1566565409364,1246.4153949471126,3035.5236430722066,3356.2649046660304,TRANSFER,D7455,DE,16,0.0
T000197,25.337490265831384,13962.924333987068,13937.586843721238,1791.005337819381,1816.3428280852124,DEBIT,D8604,US,2,0.0
T000198,201.8349354050997,1798.4083628005042,1596.5734273954045,7007.875129274726,7209.710064679825,DEBIT,D9152,CA,10,0.0
T000199,166.7369526725222,837.4391026581893,670.7021499856671,11210.924686594259,11377.66163926678,CASH_OUT,D3773,AU,16,0.0
T000200,72.86864328941203,11950.259997716745,11935.169588295965,1905.7015891168612,1920.7919985376407,CASH_OUT,D6193,UK,7,1.0
T000201,303.55861460415036,1814.9943903273124,1511.4357757231621,1854.0336681209565,2157.592282725107,PAYMENT,D2903,DE,23,0.0
T000202,1137.493650798479,1386.8063317463607,1386.8063317463607,1612.2722011973942,2067.851162605231,CASH_OUT,D1143,AU,7,1.0
T000203,1294.7883006265083,3730.07692032011,2435.2886196936015,2645.0228996529904,3939.8112002794987,CASH_OUT,D8496,CA,22,0.0
T000204,1221.2181266614605,9472.283759837537,8251.065633176077,1211.1276517168444,2432.345778378305,PAYMENT,D3256,UK,22,0.0
T000205,9.437218290211602,106145.948381441,106136.51116315079,1095.432708552048,1104.8699268422597,TRANSFER,D1699,UK,1,0.0
T000206,22.745104152954877,10309.841067163607,10287.095963010652,9451.500750815992,9474.245854968947,PAYMENT,D7318,DE,6,0.0
T000207,415.7443526334915,16979.464963827308,16563.720611193818,16797.899446691932,17213.643799325422,TRANSFER,D1270,AU,20,0.0
T000208,414.70685694373066,1395.5595173092925,980.8526603655619,72.70460315497391,487.41146009870454,DEBIT,D9254,AU,19,0.0
T000209,415.7546791009443,639.8270087867934,224.07232968584907,1116.593792007961,1532.3484711089052,PAYMENT,D2007,UK,23,0.0
T000210,329543.28213522973,3273.11373848891,-326270.1683967408,317.4594265580699,329860.7415617878,PAYMENT,D8203,US,20,0.0
T000211,464.88079662810844,3500.8282869346135,3035.947490306505,626.5642734187952,1091.4450700469038,DEBIT,D4724,UK,5,0.0
T000212,1438.1765139439588,591.2452393610573,-846.9312745829014,2263.1867773746017,3701.36329131856,DEBIT,D7599,CA,19,0.0
T000213,1000.2482788203533,2291.720684813825,1291.4724059934715,3659.160647374215,4659.408926194568,DEBIT,D7487,AU,17,0.0
